,Tuesday,NNP,B-tim
,that,IN,O
,European,JJ,B-gpe
,incentives,NNS,O
,aimed,VBN,O
,at,IN,O
,persuading,VBG,O
,Iran,NNP,B-gpe
,to,TO,O
,end,VB,O
,its,PRP$,O
,nuclear,JJ,O
,fuel,NN,O
,program,NN,O
,are,VBP,O
,an,DT,O
,insult,NN,O
,to,TO,O
,the,DT,O
,Iranian,JJ,B-gpe
,nation,NN,O
,.,.,O
Sentence: 14,Two,CD,O
,Germans,NNS,B-gpe
,and,CC,O
,four,CD,O
,Nigerian,JJ,B-gpe
,oil,NN,O
,workers,NNS,O
,were,VBD,O
,kidnapped,VBN,O
,by,IN,O
,armed,JJ,O
,militants,NNS,O
,during,IN,O
,a,DT,O
,raid,NN,O
,on,IN,O
,a,DT,O
,boat,NN,O
,in,IN,O
,Nigeria,NNP,B-geo
,'s,POS,O
,southern,JJ,O
,oil-rich,JJ,O
,Delta,NNP,B-geo
,region,NN,O
,.,.,O
Sentence: 15,An,DT,O
,official,NN,O
,with,IN,O
,the,DT,O
,German,JJ,B-gpe
,firm,NN,O
,Bilfinger,NNP,B-org
,Berger,NNP,I-org
,",",",",O
,Thomas,NNP,B-per
,Horbach,NNP,I-per
,",",",",O
,said,VBD,O
,the,DT,O
,gunmen,NNS,O
,stopped,VBD,O
,the,DT,O
,supply,NN,O
,boat,NN,O
,Wednesday,NNP,B-tim
,as,IN,O
,it,PRP,O
,sailed,VBD,O
,from,IN,O
,Delta,NNP,B-geo
,State,NNP,I-geo
,to,TO,O
,Bayelsa,NNP,B-geo
,State,NNP,I-geo
,to,TO,O
,inspect,VB,O
,an,DT,O
,offshore,JJ,O
,oil,NN,O
,field,NN,O
,owned,VBN,O
,by,IN,O
,Royal-Dutch,NNP,B-org
,Shell,NNP,I-org
,.,.,O
Sentence: 16,The,DT,O
,German,JJ,B-gpe
,firm,NN,O
,works,VBZ,O
,as,IN,O
,a,DT,O
,sub-contractor,NN,O
,for,IN,O
,Shell,NNP,B-org
,.,.,O
Sentence: 17,Militant,JJ,O
,groups,NNS,O
,frequently,RB,O
,attack,VBP,O
,oil,NN,O
,operations,NNS,O
,in,IN,O
,the,DT,O
,Niger,NNP,B-geo
,Delta,NNP,I-geo
,to,TO,O
,demand,VB,O
,social,JJ,O
,services,NNS,O
,and,CC,O
,better,JJR,O
,job,NN,O
,opportunities,NNS,O
,from,IN,O
,multinational,JJ,O
,companies,NNS,O
,.,.,O
Sentence: 18,Poor,JJ,O
,residents,NNS,O
,often,RB,O
,complain,VBP,O
,they,PRP,O
,have,VBP,O
,been,VBN,O
,cheated,VBN,O
,out,IN,O
,of,IN,O
,the,DT,O
,huge,JJ,O
,riches,NNS,O
,extracted,VBN,O
,from,IN,O
,their,PRP$,O
,tribal,JJ,O
,lands,NNS,O
,-,:,O
,where,WRB,O
,the,DT,O
,bulk,NN,O
,of,IN,O
,Nigeria,NNP,B-gpe
,'s,POS,O
,2.3,CD,O
,million,CD,O
,barrels,NNS,O
,of,IN,O
,petroleum,NN,O
,are,VBP,O
,pumped,VBN,O
,daily,RB,O
,.,.,O
Sentence: 19,Suspected,JJ,O
,Islamist,JJ,O
,rebels,NNS,O
,have,VBP,O
,fired,VBN,O
,mortar,NN,O
,shells,NNS,O
,at,IN,O
,the,DT,O
,palace,NN,O
,used,VBN,O
,by,IN,O
,Somalia,NNP,B-geo
,'s,POS,O
,interim,JJ,O
,President,NNP,B-per
,Abdullahi,NNP,I-per
,Yusuf,NNP,I-per
,Ahmad,NNP,I-per
,.,.,O
Sentence: 20,It,PRP,O
,was,VBD,O
,not,RB,O
,immediately,RB,O
,clear,JJ,O
,if,IN,O
,the,DT,O
,president,NN,O
,was,VBD,O
,in,IN,O
,the,DT,O
,palace,NN,O
,in,IN,O
,Mogadishu,NNP,B-geo
,when,WRB,O
,the,DT,O
,attack,NN,O
,occurred,VBD,O
,or,CC,O
,if,IN,O
,anyone,DT,O
,was,VBD,O
,hurt,VBN,O
,.,.,O
Sentence: 21,Local,JJ,O
,news,NN,O
,reports,NNS,O
,said,VBD,O
,at,IN,O
,least,JJS,O
,five,CD,O
,mortar,NN,O
,shells,NNS,O
,hit,VBD,O
,the,DT,O
,palace,NN,O
,compound,NN,O
,and,CC,O
,other,JJ,O
,mortars,NNS,O
,were,VBD,O
,fired,VBN,O
,elsewhere,RB,O
,in,IN,O
,Mogadishu,NNP,B-geo
,Wednesday,NNP,B-tim
,.,.,O
Sentence: 22,The,DT,O
,attacks,NNS,O
,occurred,VBD,O
,after,IN,O
,the,DT,O
,government,NN,O
,said,VBD,O
,it,PRP,O
,will,MD,O
,go,VB,O
,ahead,RB,O
,with,IN,O
,a,DT,O
,reconciliation,NN,O
,conference,NN,O
,to,TO,O
,which,WDT,O
,more,JJR,O
,than,IN,O
,"1,300",CD,O
,Somali,JJ,B-gpe
,elders,NNS,O
,",",",",O
,warlords,NNS,O
,and,CC,O
,politicians,NNS,O
,are,VBP,O
,invited,VBN,O
,.,.,O
Sentence: 23,Iraqi,JJ,B-gpe
,military,JJ,O
,officials,NNS,O
,say,VBP,O
,tanks,NNS,O
,and,CC,O
,troops,NNS,O
,have,VBP,O
,arrived,VBN,O
,in,IN,O
,the,DT,O
,northern,JJ,O
,city,NN,O
,Mosul,NNP,B-geo
,for,IN,O
,a,DT,O
,new,JJ,O
,offensive,NN,O
,against,IN,O
,al,NNP,B-org
,Qaida,NNP,I-org
,in,IN,I-org
,Iraq,NNP,I-org
,fighters,NNS,O
,.,.,O
Sentence: 24,Officials,NNS,O
,will,MD,O
,not,RB,O
,say,VB,O
,how,WRB,O
,many,JJ,O
,troops,NNS,O
,have,VBP,O
,arrived,VBN,O
,in,IN,O
,the,DT,O
,Sunni,NNP,B-geo
,Arab,NNP,I-geo
,and,CC,O
,Kurdish,NNP,B-geo
,city,NN,O
,",",",",O
,where,WRB,O
,bombings,NNS,O
,last,JJ,O
,week,NN,O
,killed,VBD,O
,at,IN,O
,least,JJS,O
,34,CD,O
,people,NNS,O
,and,CC,O
,wounded,VBD,O
,more,JJR,O
,than,IN,O
,200,CD,O
,.,.,O
Sentence: 25,U.S.,NNP,B-gpe
,commanders,NNS,O
,have,VBP,O
,not,RB,O
,explained,VBN,O
,how,WRB,O
,American,JJ,B-gpe
,forces,NNS,O
,will,MD,O
,participate,VB,O
,in,IN,O
,the,DT,O
,offensive,NN,O
,.,.,O
Sentence: 26,Officials,NNS,O
,say,VBP,O
,al,NNP,B-org
,Qaida,NNP,I-org
,in,IN,I-org
,Iraq,NNP,I-org
,fighters,NNS,O
,have,VBP,O
,fled,VBN,O
,successful,JJ,O
,campaigns,NNS,O
,against,IN,O
,them,PRP,O
,in,IN,O
,Anbar,NNP,B-geo
,province,NN,O
,and,CC,O
,Baghdad,NNP,B-geo
,to,TO,O
,other,JJ,O
,northern,JJ,O
,provinces,NNS,O
,.,.,O
Sentence: 27,Mosul,NNP,B-geo
,is,VBZ,O
,the,DT,O
,largest,JJS,O
,city,NN,O
,north,NN,O
,of,IN,O
,Baghdad,NNP,B-geo
,and,CC,O
,has,VBZ,O
,long,RB,O
,been,VBN,O
,a,DT,O
,stronghold,NN,O
,of,IN,O
,Sunni,NNP,B-org
,militant,JJ,O
,fighters,NNS,O
,.,.,O
Sentence: 28,In,IN,O
,other,JJ,O
,violence,NN,O
,",",",",O
,U.S.,NNP,B-gpe
,officials,NNS,O
,said,VBD,O
,one,CD,O
,American,JJ,B-gpe
,soldier,NN,O
,was,VBD,O
,killed,VBN,O
,while,IN,O
,on,IN,O
,patrol,NN,O
,in,IN,O
,Baghdad,NNP,B-geo
,Sunday,NNP,B-tim
,.,.,O
Sentence: 29,Egyptian,JJ,B-gpe
,police,NNS,O
,have,VBP,O
,arrested,VBN,O
,at,IN,O
,least,JJS,O
,16,CD,O
,members,NNS,O
,of,IN,O
,the,DT,O
,opposition,NN,O
,Muslim,NNP,B-org
,Brotherhood,NNP,I-org
,as,IN,O
,parts,NNS,O
,of,IN,O
,the,DT,O
,country,NN,O
,prepare,VB,O
,for,IN,O
,parliamentary,JJ,O
,runoff,NN,O
,elections,NNS,O
,Saturday,NNP,B-tim
,.,.,O
Sentence: 30,The,DT,O
,arrests,NNS,O
,occurred,VBD,O
,Friday,NNP,B-tim
,in,IN,O
,Alexandria,NNP,B-geo
,.,.,O
Sentence: 31,A,DT,O
,spokesman,NN,O
,for,IN,O
,the,DT,O
,Brotherhood,NNP,B-org
,said,VBD,O
,the,DT,O
,arrests,NNS,O
,are,VBP,O
,an,DT,O
,attempt,NN,O
,to,TO,O
,cut,VB,O
,the,DT,O
,Brotherhood,NNP,B-org
,off,RB,O
,from,IN,O
,its,PRP$,O
,supporters,NNS,O
,and,CC,O
,punishment,NN,O
,for,IN,O
,winning,VBG,O
,parliamentary,JJ,O
,seats,NNS,O
,in,IN,O
,earlier,JJR,O
,elections,NNS,O
,.,.,O
Sentence: 32,The,DT,O
,Muslim,NNP,B-org
,Brotherhood,NNP,I-org
,has,VBZ,O
,tripled,VBN,O
,its,PRP$,O
,strength,NN,O
,in,IN,O
,parliament,NN,O
,in,IN,O
,recent,JJ,O
,elections,NNS,O
,",",",",O
,raising,VBG,O
,the,DT,O
,party,NN,O
,'s,POS,O
,total,NN,O
,to,TO,O
,47,CD,O
,seats,NNS,O
,.,.,O
Sentence: 33,In,IN,O
,Saturday,NNP,B-tim
,'s,POS,O
,elections,NNS,O
,",",",",O
,voters,NNS,O
,will,MD,O
,cast,VB,O
,ballots,NNS,O
,in,IN,O
,nine,CD,O
,provinces,NNS,O
,where,WRB,O
,no,DT,O
,candidate,NN,O
,won,VBD,O
,a,DT,O
,majority,NN,O
,in,IN,O
,the,DT,O
,previous,JJ,O
,round,NN,O
,of,IN,O
,voting,NN,O
,.,.,O
Sentence: 34,The,DT,O
,Muslim,NNP,B-org
,Brotherhood,NNP,I-org
,is,VBZ,O
,banned,VBN,O
,as,IN,O
,a,DT,O
,political,JJ,O
,party,NN,O
,",",",",O
,but,CC,O
,it,PRP,O
,endorses,VBZ,O
,so-called,JJ,O
,independent,JJ,O
,candidates,NNS,O
,whose,WP$,O
,allegiance,NN,O
,to,IN,O
,the,DT,O
,party,NN,O
,is,VBZ,O
,known,VBN,O
,to,TO,O
,voters,NNS,O
,.,.,O
Sentence: 35,Hardline,JJ,O
,lawmakers,NNS,O
,in,IN,O
,Pakistan,NNP,B-geo
,'s,POS,O
,North,NNP,B-geo
,West,NNP,I-geo
,Frontier,NNP,I-geo
,Province,NNP,I-geo
,have,VBP,O
,pushed,VBN,O
,through,IN,O
,a,DT,O
,law,NN,O
,that,WDT,O
,aims,VBZ,O
,to,TO,O
,ensure,VB,O
,"""",``,O
,Islamic,JJ,O
,correctness,NN,O
,"""",``,O
,in,IN,O
,public,JJ,O
,places,NNS,O
,and,CC,O
,establishes,VBZ,O
,a,DT,O
,morality,NN,O
,police,NN,O
,to,TO,O
,enforce,VB,O
,decent,JJ,O
,behavior,NN,O
,.,.,O
Sentence: 36,A,DT,O
,six-party,JJ,O
,coalition,NN,O
,of,IN,O
,religious,JJ,O
,based,VBN,O
,parties,NNS,O
,",",",",O
,the,DT,O
,Mutahida,NNP,B-org
,Majlis-e-Amal,NNP,I-org
,",",",",O
,dominates,VBZ,O
,the,DT,O
,provincial,JJ,O
,assembly,NN,O
,",",",",O
,so,IN,O
,the,DT,O
,bill,NN,O
,was,VBD,O
,easily,RB,O
,passed,VBN,O
,Thursday,NNP,B-tim
,by,IN,O
,a,DT,O
,vote,NN,O
,of,IN,O
,68-34,CD,O
,.,.,O
Sentence: 37,The,DT,O
,provincial,JJ,O
,governor,NN,O
,must,MD,O
,still,RB,O
,sign,VB,O
,the,DT,O
,bill,NN,O
,before,IN,O
,it,PRP,O
,becomes,VBZ,O
,law,NN,O
,",",",",O
,a,DT,O
,step,NN,O
,seen,VBN,O
,only,RB,O
,as,IN,O
,a,DT,O
,formality,NN,O
,.,.,O
Sentence: 38,The,DT,O
,proposed,JJ,O
,law,NN,O
,calls,VBZ,O
,for,IN,O
,setting,VBG,O
,up,RP,O
,a,DT,O
,"""",``,O
,religious,JJ,O
,police,NN,O
,force,NN,O
,"""",``,O
,to,TO,O
,make,VB,O
,sure,JJ,O
,people,NNS,O
,adhere,VBP,O
,to,TO,O
,Islamic,JJ,O
,values,NNS,O
,in,IN,O
,public,JJ,O
,places,NNS,O
,",",",",O
,and,CC,O
,entertainment,NN,O
,outlets,NNS,O
,close,RB,O
,during,IN,O
,weekly,JJ,O
,Friday,NNP,B-tim
,prayers,NNS,O
,.,.,O
Sentence: 39,Violators,NNS,O
,could,MD,O
,be,VB,O
,jailed,VBN,O
,for,IN,O
,up,RB,O
,to,TO,O
,six,CD,O
,months,NNS,O
,.,.,O
Sentence: 40,The,DT,O
,opposition,NN,O
,has,VBZ,O
,denounced,VBN,O
,the,DT,O
,measure,NN,O
,",",",",O
,comparing,VBG,O
,it,PRP,O
,to,TO,O
,the,DT,O
,draconian,JJ,O
,rule,NN,O
,of,IN,O
,the,DT,O
,former,JJ,O
,Taleban,NNP,B-org
,in,IN,O
,neighboring,VBG,O
,Afghanistan,NNP,B-geo
,.,.,O
Sentence: 41,British,JJ,B-gpe
,police,NNS,O
,say,VBP,O
,they,PRP,O
,have,VBP,O
,arrested,VBN,O
,a,DT,O
,man,NN,O
,who,WP,O
,dressed,VBD,O
,as,IN,O
,suicide,NN,O
,bomber,NN,O
,at,IN,O
,a,DT,O
,demonstration,NN,O
,against,IN,O
,the,DT,O
,publication,NN,O
,of,IN,O
,cartoons,NNS,O
,depicting,VBG,O
,Islam,NNP,B-org
,'s,POS,O
,Prophet,NNP,B-per
,Muhammad,NNP,I-per
,.,.,O
Sentence: 42,Bedfordshire,NNP,B-gpe
,police,NNS,O
,said,VBD,O
,Tuesday,NNP,B-tim
,that,IN,O
,Omar,NNP,B-per
,Khayam,NNP,I-per
,was,VBD,O
,arrested,VBN,O
,in,IN,O
,Bedford,NNP,B-geo
,for,IN,O
,breaching,VBG,O
,the,DT,O
,conditions,NNS,O
,of,IN,O
,his,PRP$,O
,parole,NN,O
,.,.,O
Sentence: 43,Police,NNS,O
,said,VBD,O
,the,DT,O
,British,NNP,B-org
,Home,NNP,I-org
,Office,NNP,I-org
,sought,VBD,O
,an,DT,O
,investigation,NN,O
,of,IN,O
,Khayam,NNP,B-per
,'s,POS,O
,behavior,NN,O
,after,IN,O
,he,PRP,O
,was,VBD,O
,photographed,VBN,O
,last,JJ,O
,week,NN,O
,at,IN,O
,a,DT,O
,demonstration,NN,O
,dressed,VBN,O
,in,IN,O
,fatigues,NNS,O
,",",",",O
,a,DT,O
,black,JJ,O
,cap,NN,O
,",",",",O
,and,CC,O
,a,DT,O
,bulky,JJ,O
,belt,NN,O
,.,.,O
Sentence: 44,A,DT,O
,Home,NNP,B-org
,Office,NNP,I-org
,spokesman,NN,O
,told,VBD,O
,the,DT,O
,Associated,NNP,B-org
,Press,NNP,I-org
,that,IN,O
,if,IN,O
,the,DT,O
,behavior,NN,O
,of,IN,O
,a,DT,O
,paroled,JJ,O
,offender,NN,O
,gives,VBZ,O
,cause,NN,O
,for,IN,O
,concern,NN,O
,",",",",O
,he,PRP,O
,can,MD,O
,be,VB,O
,sent,VBN,O
,back,RB,O
,to,TO,O
,prison,NN,O
,.,.,O
Sentence: 45,The,DT,O
,AP,NNP,B-org
,also,RB,O
,reports,VBZ,O
,Khayam,NNP,B-per
,has,VBZ,O
,been,VBN,O
,on,IN,O
,parole,NN,O
,from,IN,O
,prison,NN,O
,since,IN,O
,last,JJ,O
,year,NN,O
,after,IN,O
,serving,VBG,O
,half,PDT,O
,his,PRP$,O
,six-year,JJ,O
,sentence,NN,O
,for,IN,O
,drug,NN,O
,dealing,NN,O
,.,.,O
Sentence: 46,Pakistani,JJ,B-gpe
,officials,NNS,O
,say,VBP,O
,unidentified,JJ,O
,gunmen,NNS,O
,have,VBP,O
,killed,VBN,O
,three,CD,O
,people,NNS,O
,",",",",O
,including,VBG,O
,a,DT,O
,former,JJ,O
,government,NN,O
,minister,NN,O
,",",",",O
,in,IN,O
,a,DT,O
,semi-autonomous,JJ,O
,tribal,JJ,O
,region,NN,O
,bordering,VBG,O
,Afghanistan,NNP,B-geo
,.,.,O
Sentence: 47,The,DT,O
,officials,NNS,O
,say,VBP,O
,prominent,JJ,O
,tribal,JJ,O
,leader,NN,O
,Malik,NNP,B-per
,Faridullah,NNP,I-per
,Khan,NNP,I-per
,was,VBD,O
,traveling,VBG,O
,in,IN,O
,South,NNP,B-geo
,Waziristan,NNP,I-geo
,Sunday,NNP,B-tim
,when,WRB,O
,his,PRP$,O
,vehicle,NN,O
,was,VBD,O
,ambushed,VBN,O
,in,IN,O
,the,DT,O
,Kani,NNP,B-geo
,Wam,NNP,I-geo
,area,NN,O
,.,.,O
Sentence: 48,His,PRP$,O
,driver,NN,O
,and,CC,O
,a,DT,O
,tribal,JJ,O
,elder,NN,O
,were,VBD,O
,also,RB,O
,killed,VBN,O
,.,.,O
Sentence: 49,No,DT,O
,one,NN,O
,has,VBZ,O
,claimed,VBN,O
,responsibility,NN,O
,for,IN,O
,the,DT,O
,killings,NNS,O
,.,.,O
Sentence: 50,The,DT,O
,ambush,NN,O
,came,VBD,O
,a,DT,O
,day,NN,O
,after,IN,O
,a,DT,O
,commander,NN,O
,of,IN,O
,Pakistani,JJ,B-gpe
,troops,NNS,O
,said,VBD,O
,the,DT,O
,army,NN,O
,has,VBZ,O
,almost,RB,O
,completely,RB,O
,eliminated,VBN,O
,militants,NNS,O
,in,IN,O
,South,NNP,B-geo
,Waziristan,NNP,I-geo
,.,.,O
Sentence: 51,The,DT,O
,area,NN,O
,became,VBD,O
,a,DT,O
,refuge,NN,O
,for,IN,O
,many,JJ,O
,al-Qaida,NNP,B-org
,and,CC,O
,Taleban,NNP,B-org
,fighters,NNS,O
,after,IN,O
,the,DT,O
,Taleban,NNP,B-org
,government,NN,O
,was,VBD,O
,ousted,VBN,O
,in,IN,O
,Afghanistan,NNP,B-geo
,in,IN,O
,2001,CD,B-tim
,.,.,O
Sentence: 52,A,DT,O
,senior,JJ,O
,Pakistani,JJ,B-gpe
,military,JJ,O
,official,NN,O
,says,VBZ,O
,Pakistan,NNP,B-gpe
,wants,VBZ,O
,to,TO,O
,put,VB,O
,what,WP,O
,he,PRP,O
,calls,VBZ,O
,the,DT,O
,"""",``,O
,sordid,JJ,O
,chapter,NN,O
,"""",``,O
,of,IN,O
,proliferation,NN,O
,by,IN,O
,one,CD,O
,of,IN,O
,its,PRP$,O
,top,JJ,O
,scientists,NNS,O
,behind,IN,O
,it,PRP,O
,and,CC,O
,build,VB,O
,civilian,JJ,O
,nuclear,JJ,O
,ties,NNS,O
,with,IN,O
,the,DT,O
,United,NNP,B-gpe
,States,NNPS,I-gpe
,.,.,O
Sentence: 53,But,CC,O
,he,PRP,O
,says,VBZ,O
,Pakistan,NNP,B-gpe
,is,VBZ,O
,not,RB,O
,ready,JJ,O
,to,TO,O
,make,VB,O
,the,DT,O
,nuclear,JJ,O
,scientist,NN,O
,",",",",O
,Abdul,NNP,B-per
,Qadeer,NNP,I-per
,Khan,NNP,I-per
,",",",",O
,available,JJ,O
,for,IN,O
,direct,JJ,O
,questioning,VBG,O
,over,IN,O
,his,PRP$,O
,sale,NN,O
,of,IN,O
,nuclear,JJ,O
,parts,NNS,O
,and,CC,O
,secrets,NNS,O
,to,IN,O
,states,NNS,O
,including,VBG,O
,Iran,NNP,B-gpe
,",",",",O
,Libya,NNP,B-gpe
,and,CC,O
,North,NNP,B-gpe
,Korea,NNP,I-gpe
,.,.,O
Sentence: 54,He,PRP,O
,said,VBD,O
,there,EX,O
,are,VBP,O
,reasons,NNS,O
,of,IN,O
,national,JJ,O
,sensitivities,NNS,O
,for,IN,O
,not,RB,O
,making,VBG,O
,him,PRP,O
,available,JJ,O
,.,.,O
Sentence: 55,The,DT,O
,Pakistani,JJ,B-gpe
,official,NN,O
,was,VBD,O
,giving,VBG,O
,a,DT,O
,background,NN,O
,briefing,NN,O
,to,TO,O
,a,DT,O
,small,JJ,O
,group,NN,O
,of,IN,O
,reporters,NNS,O
,in,IN,O
,Washington,NNP,B-geo
,.,.,O
Sentence: 56,Khan,NNP,B-per
,admitted,VBD,O
,in,IN,O
,2004,CD,B-tim
,that,IN,O
,he,PRP,O
,operated,VBD,O
,a,DT,O
,worldwide,JJ,O
,clandestine,NN,O
,network,NN,O
,to,TO,O
,sell,VB,O
,nuclear,JJ,O
,technology,NN,O
,in,IN,O
,the,DT,O
,black,JJ,O
,market,NN,O
,.,.,O
Sentence: 57,He,PRP,O
,was,VBD,O
,placed,VBN,O
,under,IN,O
,house,NN,O
,arrest,NN,O
,in,IN,O
,Islamabad,NNP,B-geo
,",",",",O
,but,CC,O
,not,RB,O
,jailed,VBN,O
,because,IN,O
,he,PRP,O
,is,VBZ,O
,considered,VBN,O
,the,DT,O
,father,NN,O
,of,IN,O
,Pakistan,NNP,B-geo
,'s,POS,O
,nuclear,JJ,O
,bomb,NN,O
,.,.,O
Sentence: 58,U.S.,NNP,B-gpe
,Army,NNP,B-org
,officials,NNS,O
,said,VBD,O
,Wednesday,NNP,B-tim
,that,IN,O
,they,PRP,O
,will,MD,O
,not,RB,O
,renew,VB,O
,a,DT,O
,controversial,JJ,O
,multi-billion,JJ,O
,dollar,NN,O
,contract,NN,O
,with,IN,O
,the,DT,O
,Halliburton,NNP,B-org
,company,NN,O
,to,TO,O
,provide,VB,O
,logistical,JJ,O
,support,NN,O
,to,IN,O
,U.S.,NNP,B-gpe
,troops,NNS,O
,in,IN,O
,Iraq,NNP,B-geo
,and,CC,O
,elsewhere,RB,O
,.,.,O
Sentence: 59,Halliburton,NNP,B-org
,has,VBZ,O
,been,VBN,O
,providing,VBG,O
,a,DT,O
,long,JJ,O
,list,NN,O
,of,IN,O
,services,NNS,O
,",",",",O
,from,IN,O
,meals,NNS,O
,to,TO,O
,communication,NN,O
,",",",",O
,for,IN,O
,the,DT,O
,military,NN,O
,for,IN,O
,several,JJ,O
,years,NNS,O
,.,.,O
Sentence: 60,Critics,NNS,O
,of,IN,O
,Halliburton,NNP,B-org
,include,VBP,O
,auditors,NNS,O
